timestamp,open,high,low,close,volume,close_time,quote_asset_volume,number_of_trades,taker_buy_base_asset_volume,taker_buy_quote_asset_volume,ignore,datetime_utc
1616310000000,57047.98,57312.64,56862.07,56972.68,1201.107722,1616313599999,68584960.24931010,82421,567.77407600,32420902.28364581,0,2021-03-21 07:00:00+00:00
1616313600000,56972.68,57325.45,56800.0,57161.38,1533.421747,1616317199999,87617906.39176203,76623,762.34381100,43565517.29553083,0,2021-03-21 08:00:00+00:00
1616317200000,57161.38,57260.0,55450.11,55963.32,4428.209529,1616320799999,249238457.27821915,117612,1862.78710700,104843164.02340083,0,2021-03-21 09:00:00+00:00
1616320800000,55960.52,56384.33,55605.94,56134.34,3100.618062,1616324399999,174018493.39656378,77409,1595.71448900,89559114.55119471,0,2021-03-21 10:00:00+00:00
1616324400000,56134.34,56330.0,55811.0,56267.65,1990.461238,1616327999999,111699942.41938144,62748,1003.13094700,56304195.87072113,0,2021-03-21 11:00:00+00:00
1616328000000,56270.13,56291.16,55870.23,56191.64,1993.882436,1616331599999,111861648.18482057,73949,1045.76484400,58672203.00334655,0,2021-03-21 12:00:00+00:00
1616331600000,56191.64,57362.68,56191.63,57026.8,3817.151075,1616335199999,216997391.56100694,133424,1884.98794200,107128557.41369605,0,2021-03-21 13:00:00+00:00
1616335200000,57021.95,57320.66,57000.05,57177.37,1476.549534,1616338799999,84452550.78751477,81647,748.03938200,42786152.92264914,0,2021-03-21 14:00:00+00:00
1616338800000,57177.37,57539.0,57013.3,57159.04,1843.330454,1616342399999,105609106.64405382,61563,937.73976400,53732812.62977626,0,2021-03-21 15:00:00+00:00
1616342400000,57159.04,57415.0,56750.0,57222.31,2353.110731,1616345999999,134543097.31826908,86291,1178.59886900,67387726.55387739,0,2021-03-21 16:00:00+00:00
1616346000000,57220.26,57303.95,56962.26,57249.14,1477.505165,1616349599999,84478197.57182931,63505,691.44195400,39535734.17814303,0,2021-03-21 17:00:00+00:00
1616349600000,57249.13,57481.01,57186.82,57365.08,1076.795958,1616353199999,61746267.59817861,45033,548.34495900,31446857.79532542,0,2021-03-21 18:00:00+00:00
1616353200000,57365.08,57676.0,57357.94,57513.18,1742.064224,1616356799999,100208419.86674434,54295,994.36570000,57198073.86755493,0,2021-03-21 19:00:00+00:00
1616356800000,57517.0,57997.0,57517.0,57760.48,1929.968499,1616360399999,111551469.71607171,85083,921.49112100,53254664.60693564,0,2021-03-21 20:00:00+00:00
1616360400000,57760.47,58098.99,57474.46,58087.79,1423.235879,1616363999999,82369330.63404686,88451,809.43402600,46859959.40497461,0,2021-03-21 21:00:00+00:00
1616364000000,58085.41,58113.0,57530.82,57588.25,1502.158208,1616367599999,86800599.92592376,49980,714.67580600,41297372.24385507,0,2021-03-21 22:00:00+00:00
1616367600000,57588.25,57789.25,57128.89,57351.56,1744.836146,1616371199999,100221644.73467261,52720,908.61621900,52199267.52738395,0,2021-03-21 23:00:00+00:00
1616371200000,57351.56,57449.47,56420.0,56590.76,2801.926267,1616374799999,159511227.34993432,80233,1291.52256900,73546883.98473089,0,2021-03-22 00:00:00+00:00
1616374800000,56585.85,56735.0,56289.0,56623.19,1877.894804,1616378399999,106146306.73804803,53896,892.30534900,50445499.72483795,0,2021-03-22 01:00:00+00:00
1616378400000,56623.2,57034.96,56418.55,56969.85,1345.872199,1616381999999,76432376.58302056,41406,654.52106400,37173612.33176436,0,2021-03-22 02:00:00+00:00
1616382000000,56969.84,57647.89,56969.84,57563.63,1620.720105,1616385599999,92915275.30407545,50721,788.40620400,45203195.33613145,0,2021-03-22 03:00:00+00:00
1616385600000,57564.17,57831.41,57388.07,57615.8,1442.600014,1616389199999,83119342.58225359,45408,750.20054900,43232008.92556114,0,2021-03-22 04:00:00+00:00
1616389200000,57615.8,57780.1,57315.22,57597.39,1190.090612,1616392799999,68453599.31324255,40938,631.30461900,36316971.65137910,0,2021-03-22 05:00:00+00:00
1616392800000,57597.39,57895.78,57569.43,57678.12,1405.515518,1616396399999,81180072.53030996,65014,703.22747400,40614862.12442252,0,2021-03-22 06:00:00+00:00
1616396400000,57678.12,57850.0,57513.41,57576.5,1477.315564,1616399999999,85236518.96565482,82797,760.52052700,43883138.18569509,0,2021-03-22 07:00:00+00:00
1616400000000,57576.51,57703.29,57095.0,57210.57,1811.998172,1616403599999,104035984.59794557,59255,843.64639300,48435675.04139424,0,2021-03-22 08:00:00+00:00
1616403600000,57210.58,57396.99,57024.13,57372.0,1792.564445,1616407199999,102557149.48416985,61249,936.44394200,53579887.01839904,0,2021-03-22 09:00:00+00:00
1616407200000,57372.01,58430.73,57282.0,57908.82,3343.848801,1616410799999,194015333.86772802,92851,1764.35161600,102352164.12642537,0,2021-03-22 10:00:00+00:00
1616410800000,57908.82,58160.55,57555.55,57713.79,1618.683303,1616414399999,93649806.04137077,79396,787.39208700,45559240.92842103,0,2021-03-22 11:00:00+00:00
1616414400000,57713.79,57761.0,56857.96,57259.48,2852.460232,1616417999999,163502623.71671915,85516,1249.20398500,71606668.77078305,0,2021-03-22 12:00:00+00:00
1616418000000,57267.75,57414.0,56521.01,56969.98,3973.052114,1616421599999,226578587.93555710,97449,2226.93106200,127038349.35222041,0,2021-03-22 13:00:00+00:00
1616421600000,56969.98,57279.26,56778.52,56990.02,2367.480357,1616425199999,135060741.10554547,70581,1110.84682800,63381210.78553680,0,2021-03-22 14:00:00+00:00
1616425200000,56990.02,57229.71,56866.38,57083.0,1765.178473,1616428799999,100730863.45070069,80274,783.60784100,44718133.17019892,0,2021-03-22 15:00:00+00:00
1616428800000,57082.99,57195.0,56191.19,56753.6,3186.883792,1616432399999,180496976.74780123,131357,1486.68921200,84200698.55555634,0,2021-03-22 16:00:00+00:00
1616432400000,56753.61,57190.0,56551.04,57080.31,1802.844052,1616435999999,102592238.20817184,57615,939.04505400,53427746.32490926,0,2021-03-22 17:00:00+00:00
1616436000000,57080.31,57175.11,56366.0,56494.11,2352.946051,1616439599999,133534931.82958492,65710,1149.93163300,65262463.95418620,0,2021-03-22 18:00:00+00:00
1616439600000,56492.91,56561.6,55508.0,55524.99,3887.353873,1616443199999,217417256.22068123,107907,1757.33603100,98306562.52081137,0,2021-03-22 19:00:00+00:00
1616443200000,55524.99,56000.0,54179.99,54507.62,6810.572561,1616446799999,374982959.28179078,174717,3169.02834400,174521797.60015351,0,2021-03-22 20:00:00+00:00
1616446800000,54504.94,54956.33,54200.0,54566.77,3177.529247,1616450399999,173720317.29485479,122333,1605.76399300,87820957.43857936,0,2021-03-22 21:00:00+00:00
1616450400000,54566.77,54658.87,53650.0,54614.23,5482.640591,1616453999999,297418671.82235456,112911,2727.73412300,148061680.68348945,0,2021-03-22 22:00:00+00:00
1616454000000,54614.99,54871.14,54060.0,54083.25,3193.655022,1616457599999,174190353.35413761,67811,1739.09852900,94889672.03341370,0,2021-03-22 23:00:00+00:00
1616457600000,54083.25,54760.0,53777.68,54697.73,3111.382982,1616461199999,169359321.48806101,76981,1449.90908700,78956072.74628498,0,2021-03-23 00:00:00+00:00
1616461200000,54681.39,55344.26,54509.89,55120.83,3136.554106,1616464799999,172242309.75594473,63208,1704.80057500,93614276.00034668,0,2021-03-23 01:00:00+00:00
1616464800000,55120.83,55145.05,54438.0,54548.58,2407.135162,1616468399999,132073097.72445253,56842,1260.43128900,69151617.90890726,0,2021-03-23 02:00:00+00:00
1616468400000,54548.58,54742.3,54379.96,54684.83,1868.285406,1616471999999,101923157.23816557,49728,958.07430000,52273409.44137583,0,2021-03-23 03:00:00+00:00
1616472000000,54683.6,54780.02,54057.28,54438.64,1925.284163,1616475599999,104735575.91838238,58804,930.73708500,50624150.91438398,0,2021-03-23 04:00:00+00:00
1616475600000,54435.33,54471.36,53111.66,53532.25,4706.262267,1616479199999,252354951.53553537,122164,2096.05363800,112425536.36115415,0,2021-03-23 05:00:00+00:00
1616479200000,53532.26,53806.65,53000.0,53306.84,4134.572485,1616482799999,220711968.66368728,108218,1910.60801300,102027627.28618405,0,2021-03-23 06:00:00+00:00
1616482800000,53306.84,54277.78,53306.83,54161.34,2579.310685,1616486399999,138655852.90025482,72768,1380.90517300,74257828.68765255,0,2021-03-23 07:00:00+00:00
1616486400000,54166.12,54482.81,53821.79,54309.24,2327.974587,1616489999999,126148537.96936443,67620,1141.27102300,61839349.06153722,0,2021-03-23 08:00:00+00:00
1616490000000,54309.24,54698.3,54215.24,54607.86,1916.519037,1616493599999,104265823.29169431,60656,940.84217500,51188559.87600498,0,2021-03-23 09:00:00+00:00
1616493600000,54602.43,54865.37,54430.52,54671.06,1862.74427,1616497199999,101733390.20100931,56591,909.13491900,49657314.27881122,0,2021-03-23 10:00:00+00:00
1616497200000,54671.05,54804.98,54060.79,54249.81,2196.960975,1616500799999,119728525.46655410,65637,1107.09554300,60330606.70631122,0,2021-03-23 11:00:00+00:00
1616500800000,54249.8,55287.52,54234.96,55110.0,2936.007551,1616504399999,161275779.25986892,82894,1576.94428500,86601477.76655093,0,2021-03-23 12:00:00+00:00
1616504400000,55110.0,55450.0,55020.81,55263.36,2692.723917,1616507999999,148785566.49087356,76122,1258.37749700,69538143.33867124,0,2021-03-23 13:00:00+00:00
1616508000000,55263.35,55367.34,54744.86,55184.25,2359.374263,1616511599999,129942554.18421825,74552,1187.05767300,65378157.41766447,0,2021-03-23 14:00:00+00:00
1616511600000,55185.06,55356.31,54919.72,55165.19,1857.122656,1616515199999,102459149.92956987,58405,861.27869100,47523308.38980538,0,2021-03-23 15:00:00+00:00
1616515200000,55165.2,55760.0,54830.01,55548.52,2642.91064,1616518799999,146358183.32594861,76457,1345.99041000,74544053.91249981,0,2021-03-23 16:00:00+00:00
1616518800000,55548.52,55767.01,55401.0,55710.87,2130.55535,1616522399999,118490038.55690664,76235,1051.04156200,58453622.16245961,0,2021-03-23 17:00:00+00:00
1616522400000,55705.78,55830.9,55362.18,55364.69,1880.519753,1616525999999,104635595.34151700,64129,879.14894800,48920929.59875126,0,2021-03-23 18:00:00+00:00
1616526000000,55364.68,55541.81,54825.42,55008.46,2847.211367,1616529599999,156951291.73596590,85941,1458.84093800,80427794.45161654,0,2021-03-23 19:00:00+00:00
1616529600000,55008.45,55080.16,54318.7,54452.6,2952.881221,1616533199999,161716826.35639441,90165,1549.23165000,84854921.62285177,0,2021-03-23 20:00:00+00:00
1616533200000,54453.3,54759.56,54190.1,54646.59,1816.23829,1616536799999,98891795.36927970,62680,985.19547400,53644698.90738132,0,2021-03-23 21:00:00+00:00
1616536800000,54646.58,54906.78,54359.15,54387.91,1981.082894,1616540399999,108292192.28130133,53815,868.19852200,47449972.86481284,0,2021-03-23 22:00:00+00:00
1616540400000,54387.91,54816.01,54299.95,54340.89,1519.7514,1616543999999,82919289.83251141,79737,752.24127000,41038721.11723732,0,2021-03-23 23:00:00+00:00
1616544000000,54342.8,54669.35,53596.32,53688.07,2878.754265,1616547599999,155551408.22227117,77847,1428.23242900,77192218.91941071,0,2021-03-24 00:00:00+00:00
1616547600000,53691.25,54588.0,53511.39,54466.36,2069.621473,1616551199999,111900928.17014262,53512,1003.03013300,54222277.88259269,0,2021-03-24 01:00:00+00:00
1616551200000,54466.38,54647.87,54350.0,54430.79,1756.511006,1616554799999,95699346.08002542,45589,745.57320100,40619126.31955856,0,2021-03-24 02:00:00+00:00
1616554800000,54430.79,54769.44,54051.35,54350.54,1667.112485,1616558399999,90720483.01972345,44344,717.65786400,39055830.90927197,0,2021-03-24 03:00:00+00:00
1616558400000,54350.54,54580.0,53966.89,54122.07,1650.390799,1616561999999,89595053.32201413,44963,776.40264800,42152171.35246611,0,2021-03-24 04:00:00+00:00
1616562000000,54127.12,54294.82,53783.23,54100.0,2037.76106,1616565599999,110112223.99485043,84112,1061.28869900,57352901.51932588,0,2021-03-24 05:00:00+00:00
1616565600000,54100.0,55000.0,53700.0,54662.79,3668.396569,1616569199999,199442187.71947095,95215,1909.91984900,103780541.74010558,0,2021-03-24 06:00:00+00:00
1616569200000,54661.64,55612.92,54606.0,55464.2,4769.800293,1616572799999,263851963.16444796,103773,2423.07429800,134023367.44869755,0,2021-03-24 07:00:00+00:00
1616572800000,55464.46,56400.13,55452.14,56280.41,4871.585812,1616576399999,273041085.20244553,162454,2448.51989500,137253356.33358640,0,2021-03-24 08:00:00+00:00
1616576400000,56280.4,56662.08,56280.4,56404.73,3431.056068,1616579999999,193735178.66180754,94783,1718.52029200,97041353.40019452,0,2021-03-24 09:00:00+00:00
1616580000000,56405.11,56592.85,56028.0,56465.75,3062.558393,1616583599999,172464238.20031060,74043,1536.60997600,86533653.90556176,0,2021-03-24 10:00:00+00:00
1616583600000,56465.74,56600.54,56256.51,56541.03,1881.596112,1616587199999,106175943.96314848,55058,973.29741400,54926971.48586247,0,2021-03-24 11:00:00+00:00
1616587200000,56536.08,57038.31,56536.08,56900.01,3523.679336,1616590799999,200364741.51211092,87707,1889.89349400,107467342.96187261,0,2021-03-24 12:00:00+00:00
1616590800000,56900.0,57200.0,56368.42,56759.91,3226.3056,1616594399999,183420203.94672230,148723,1582.11030300,89955718.60459568,0,2021-03-24 13:00:00+00:00
1616594400000,56761.86,56929.99,56450.0,56539.35,2514.753239,1616597999999,142547204.49858636,100545,1268.99312600,71931766.29005245,0,2021-03-24 14:00:00+00:00
1616598000000,56539.34,56641.81,56000.0,56298.12,2954.006836,1616601599999,166382192.12277658,100677,1502.21666800,84613926.23650695,0,2021-03-24 15:00:00+00:00
1616601600000,56298.12,56422.02,55729.46,55762.89,2997.531716,1616605199999,167825985.28421889,100162,1479.47991700,82836693.54239147,0,2021-03-24 16:00:00+00:00
1616605200000,55762.89,56400.0,55570.82,56125.89,2956.203026,1616608799999,165719682.77496397,72526,1199.34307700,67211925.26658294,0,2021-03-24 17:00:00+00:00
1616608800000,56125.9,56370.14,55300.0,55378.91,2463.770602,1616612399999,137560449.34312896,69102,1190.55857000,66465103.11659430,0,2021-03-24 18:00:00+00:00
1616612400000,55380.64,55571.12,54666.66,54736.53,3623.339294,1616615999999,199638470.11340974,100074,1761.73370400,97070813.81605629,0,2021-03-24 19:00:00+00:00
1616616000000,54736.52,54743.38,53202.0,54058.85,7329.513472,1616619599999,395485214.78828580,177333,3287.50398000,177418185.89877426,0,2021-03-24 20:00:00+00:00
1616619600000,54058.85,54250.0,53540.05,53749.99,3305.882221,1616623199999,178083270.81082235,108086,1507.36472600,81231854.41667767,0,2021-03-24 21:00:00+00:00
1616623200000,53749.99,53749.99,51700.0,52534.03,11193.616418,1616626799999,589015075.15365663,282465,4162.92819500,219014081.40070485,0,2021-03-24 22:00:00+00:00
1616626800000,52534.03,52987.87,52300.0,52303.65,3703.718926,1616630399999,194827083.97712048,118895,1748.87760900,92015496.03937699,0,2021-03-24 23:00:00+00:00
1616630400000,52303.66,52900.0,52000.0,52626.91,3818.550957,1616633999999,200450080.56963453,92858,1765.43595700,92712596.84464090,0,2021-03-25 00:00:00+00:00
1616634000000,52626.91,52768.46,51748.08,51830.21,4295.491111,1616637599999,224589381.98383145,115065,1744.03579500,91200782.07496712,0,2021-03-25 01:00:00+00:00
1616637600000,51831.13,52555.0,51500.0,52255.37,4425.195886,1616641199999,230458328.69211754,136670,2353.76078200,122563812.50369456,0,2021-03-25 02:00:00+00:00
1616641200000,52255.38,52561.65,51818.84,52122.86,2267.357844,1616644799999,118262107.04763841,71486,1140.63903100,59497229.49147399,0,2021-03-25 03:00:00+00:00
1616644800000,52131.51,52518.73,51905.58,52250.97,2280.576007,1616648399999,119232385.39634225,51434,1172.34162600,61306793.85894235,0,2021-03-25 04:00:00+00:00
1616648400000,52251.96,52850.0,52135.14,52686.15,2898.576135,1616651999999,152565712.00503198,57773,1508.61654700,79373011.07798306,0,2021-03-25 05:00:00+00:00
1616652000000,52686.15,53287.0,52653.81,52975.46,2716.600094,1616655599999,143920679.28504265,69694,1346.67962100,71345751.08485464,0,2021-03-25 06:00:00+00:00
1616655600000,52975.46,53130.0,52200.0,52270.71,2325.331507,1616659199999,122659234.04926998,88971,1105.86691400,58332374.18134711,0,2021-03-25 07:00:00+00:00
1616659200000,52270.72,52794.66,52101.0,52611.36,2720.763839,1616662799999,142635288.72351974,70456,1303.76901600,68357327.59089941,0,2021-03-25 08:00:00+00:00
1616662800000,52611.36,53000.0,52365.0,52944.42,2363.325497,1616666399999,124632201.85269174,54796,1254.87434600,66192681.54965097,0,2021-03-25 09:00:00+00:00
1616666400000,52944.95,53067.67,52520.0,52958.0,2287.576642,1616669999999,120883638.70860772,58153,1130.16331400,59726541.53665456,0,2021-03-25 10:00:00+00:00
1616670000000,52955.72,53160.85,52134.27,52163.19,3108.303684,1616673599999,163792245.89433620,65244,1597.71674000,84267299.83006734,0,2021-03-25 11:00:00+00:00
1616673600000,52163.2,52408.64,50438.88,51076.92,10807.720073,1616677199999,553156328.02624602,204711,4966.28792600,253954059.43797068,0,2021-03-25 12:00:00+00:00
1616677200000,51076.93,51976.95,50427.56,51653.76,6586.262081,1616680799999,337522102.57548612,120381,3358.83894400,172164883.21954525,0,2021-03-25 13:00:00+00:00
1616680800000,51649.9,52066.21,51046.4,51296.96,4571.040648,1616684399999,235699668.78455467,103180,2352.25979600,121267023.38923817,0,2021-03-25 14:00:00+00:00
1616684400000,51296.96,51521.68,50620.0,50996.15,5364.282692,1616687999999,273722391.00535959,122707,2664.79042000,136009452.44271864,0,2021-03-25 15:00:00+00:00
1616688000000,50996.15,51700.0,50550.0,51306.95,5642.866294,1616691599999,288380030.63168987,136824,2694.64565600,137723867.71011495,0,2021-03-25 16:00:00+00:00
1616691600000,51303.96,51811.13,51102.45,51620.6,2738.112891,1616695199999,141213953.34081945,73647,1365.56004100,70429570.24703839,0,2021-03-25 17:00:00+00:00
1616695200000,51620.61,52532.0,51500.0,52236.72,3466.099951,1616698799999,180434431.52875690,77150,1896.86907000,98760375.93244444,0,2021-03-25 18:00:00+00:00
1616698800000,52225.0,52300.0,51619.72,52195.19,2450.567176,1616702399999,127509658.96445912,62484,1214.30305800,63196955.66676113,0,2021-03-25 19:00:00+00:00
1616702400000,52195.19,52700.0,51820.0,51980.75,2724.343164,1616705999999,142350337.90325796,69042,1297.19804000,67806356.60360115,0,2021-03-25 20:00:00+00:00
1616706000000,51981.6,52575.39,51937.19,52437.1,1473.662357,1616709599999,77047746.78310463,54897,785.14608000,41061910.93976086,0,2021-03-25 21:00:00+00:00
1616709600000,52437.21,52720.24,51578.93,51741.6,3342.126288,1616713199999,174483103.70195988,71206,1578.51001900,82421963.14397177,0,2021-03-25 22:00:00+00:00
1616713200000,51734.03,52048.41,51220.72,51293.78,2725.80172,1616716799999,140726147.50410202,70596,1349.08899400,69678949.22868479,0,2021-03-25 23:00:00+00:00
1616716800000,51293.78,52258.47,51214.6,52083.14,3107.222289,1616720399999,161203741.48680420,76103,1564.03721000,81155462.99447099,0,2021-03-26 00:00:00+00:00
1616720400000,52083.13,52350.0,51966.66,52255.41,2051.392379,1616723999999,107099565.46150144,56433,1172.44353700,61223620.85473877,0,2021-03-26 01:00:00+00:00
1616724000000,52255.41,52364.87,51551.0,51696.7,2151.71252,1616727599999,111613727.47233746,50258,963.67258200,50016797.42882324,0,2021-03-26 02:00:00+00:00
1616727600000,51696.7,52723.68,51696.7,52407.19,2341.379132,1616731199999,122330161.64175278,60617,1162.85447800,60756284.69271860,0,2021-03-26 03:00:00+00:00
1616731200000,52407.19,52774.71,52172.34,52693.13,1990.736097,1616734799999,104360255.49163349,63258,988.11893300,51812192.72997649,0,2021-03-26 04:00:00+00:00
1616734800000,52693.13,52899.01,52500.86,52825.67,2442.408592,1616738399999,128747568.68613190,59654,1096.18089800,57790510.20795073,0,2021-03-26 05:00:00+00:00
1616738400000,52822.29,52883.09,52462.16,52582.45,1853.445965,1616741999999,97622109.18512037,52665,855.88947200,45083272.11983136,0,2021-03-26 06:00:00+00:00
1616742000000,52582.44,53600.9,52400.86,53569.85,4262.213656,1616745599999,226172721.70545823,96447,2253.45557400,119601995.96011808,0,2021-03-26 07:00:00+00:00
1616745600000,53569.24,53826.48,53164.34,53365.17,4277.038153,1616749199999,228930046.36871684,107906,2012.82223900,107767269.47585222,0,2021-03-26 08:00:00+00:00
1616749200000,53365.17,53600.0,53205.29,53331.62,2018.783494,1616752799999,107858768.78490826,90208,992.50190400,53027966.55061846,0,2021-03-26 09:00:00+00:00
1616752800000,53331.62,53579.98,53169.0,53378.06,1879.141521,1616756399999,100279148.67613374,83361,985.09292800,52572921.95404697,0,2021-03-26 10:00:00+00:00
